 0.095,  0.350,  0.842,  1.037,  1.129,  1.065,  4.000  1.035, 1
 0.095,  0.321,  1.242,  1.004,  1.286,  1.056,  4.000  1.504, 1
 0.087,  0.280,  1.370,  1.005,  1.392,  1.013,  1.000  1.142, 1
 0.089,  0.259,  1.063,  1.000,  2.559,  0.966,  4.000  1.198, 1
 0.085,  0.399,  1.080,  1.019,  1.711,  1.165,  4.000  1.145, 1
 0.065,  0.553,  1.743,  1.043,  1.239,  1.056,  3.000  0.828, 1
 0.088,  0.337,  1.168,  1.048,  1.092,  1.120,  4.000  0.940, 1
 0.092,  0.381,  1.020,  1.074,  1.123,  1.154,  4.000  1.383, 1
 0.100,  0.321,  1.280,  1.048,  1.021,  1.095,  4.000  1.001, 1
 0.082,  0.416,  1.526,  1.025,  1.038,  1.070,  4.000  0.723, 1
 0.090,  0.271,  1.108,  1.020,  1.132,  1.078,  3.000  1.426, 1
 0.083,  0.303,  1.129,  1.014,  0.927,  1.060,  4.000  1.233, 1
 0.087,  0.217,  1.156,  1.000,  3.414,  1.237,  4.000  0.420, 1
 0.085,  0.362,  1.250,  1.042,  1.374,  1.113,  4.000  1.368, 1
 0.086,  0.380,  1.133,  1.012,  1.007,  1.043,  4.000  1.494, 1
 0.104,  0.430,  0.970,  1.016,  2.856,  1.077,  4.000  0.807, 1
 0.075,  0.458,  1.410,  1.068,  0.956,  1.065,  1.000  1.046, 1
 0.090,  0.365,  1.052,  1.068,  1.349,  1.067,  4.000  1.148, 1
 0.085,  0.299,  0.630,  1.004,  0.906,  1.035,  4.000  2.134, 1
 0.075,  0.432,  1.446,  1.007,  1.805,  0.993,  4.000  1.346, 1
 0.100,  0.311,  1.679,  1.036,  1.296,  1.012,  4.000  1.247, 1
 0.083,  0.390,  1.291,  1.016,  1.317,  1.146,  1.000  0.682, 1
 0.078,  0.424,  1.320,  1.147,  1.301,  1.089,  4.000  1.166, 1
 0.080,  0.425,  1.839,  1.079,  0.908,  1.054,  1.000  0.936, 1
 0.079,  0.301,  0.899,  1.008,  0.708,  1.049,  4.000  0.363, 1
 0.089,  0.355,  1.199,  1.012,  1.248,  1.041,  5.000  1.363, 1
 0.089,  0.388,  1.373,  1.008,  0.998,  1.069,  4.000  0.714, 1
 0.091,  0.266,  0.823,  1.002,  1.145,  0.958,  1.000  0.971, 1
 0.090,  0.246,  0.915,  1.006,  2.056,  0.996,  4.000  0.980, 1
 0.087,  0.285,  0.847,  1.008,  1.466,  1.032,  5.000  0.592, 1
 0.082,  0.263,  1.156,  1.022,  1.411,  0.956,  4.000  1.442, 1
 0.079,  0.392,  1.265,  1.005,  1.610,  1.066,  1.000  0.616, 1
 0.079,  0.388,  1.137,  1.019,  1.764,  1.116,  4.000  1.419, 1
 0.092,  0.393,  0.869,  1.050,  1.061,  1.075,  4.000  1.197, 1
 0.088,  0.401,  1.419,  1.067,  1.312,  1.030,  4.000  1.034, 1
 0.087,  0.267,  1.060,  1.022,  1.515,  0.940,  1.000  0.674, 1
 0.072,  0.420,  1.269,  1.016,  0.957,  1.094,  4.000  1.428, 1
 0.092,  0.441,  0.850,  1.011,  1.896,  1.050,  5.000  0.621, 1
 0.079,  0.408,  1.337,  1.005,  1.003,  1.094,  1.000  0.670, 1
 0.076,  0.360,  1.190,  1.003,  2.404,  0.993,  1.000  0.778, 1
 0.069,  0.527,  1.024,  1.179,  1.251,  1.128,  4.000  1.377, 1
 0.087,  0.327,  1.120,  1.003,  1.677,  1.015,  4.000  1.117, 1
 0.093,  0.242,  0.455,  1.004,  2.321,  1.024,  4.000  2.216, 1
 0.089,  0.254,  0.856,  1.006,  1.953,  0.984,  4.000  0.889, 1
 0.106,  0.440,  1.081,  1.021,  2.008,  1.070,  4.000  1.927, 1
 0.087,  0.294,  2.162,  1.006,  1.263,  1.023,  5.000  1.622, 1
 0.087,  0.349,  1.324,  1.042,  1.354,  1.075,  4.000  1.376, 1
 0.086,  0.303,  1.683,  1.002,  1.437,  1.026,  4.000  1.473, 1
 0.089,  0.275,  1.410,  1.000,  3.068,  0.900,  7.000  0.966, 1
 0.097,  0.474,  1.300,  1.051,  1.527,  1.139,  5.000  1.789, 1
 0.095,  0.356,  1.758,  1.018,  3.170,  1.135,  4.000  0.992, 1
 0.088,  0.253,  1.002,  1.004,  1.533,  0.997,  3.000  1.310, 1
 0.092,  0.336,  1.519,  1.007,  1.974,  1.029,  4.000  0.881, 1
 0.079,  0.319,  1.197,  1.042,  1.221,  0.983,  4.000  1.104, 1
 0.091,  0.321,  1.620,  1.010,  1.582,  1.010,  4.000  1.180, 1
 0.084,  0.348,  1.724,  1.015,  1.045,  1.056,  1.000  1.198, 1
 0.095,  0.338,  1.098,  1.000,  1.428,  1.005,  3.000  0.857, 1
 0.091,  0.247,  0.901,  1.003,  1.084,  0.998,  1.000  1.330, 1
 0.093,  0.305,  1.165,  1.032,  1.614,  1.064,  4.000  1.646, 1
 0.088,  0.382,  1.268,  1.004,  1.244,  1.008,  4.000  0.995, 1
 0.090,  0.317,  1.112,  1.002,  1.399,  1.011,  3.000  1.416, 1
 0.092,  0.311,  1.255,  1.004,  1.134,  0.996,  4.000  1.193, 1
 0.087,  0.341,  1.379,  1.046,  1.198,  1.106,  1.000  1.270, 1
 0.099,  0.358,  1.500,  1.053,  2.848,  1.004,  4.000  0.922, 1
 0.088,  0.427,  1.084,  1.082,  0.932,  1.012,  4.000  1.557, 1
 0.091,  0.302,  1.735,  1.001,  1.521,  0.916,  4.000  0.813, 1
 0.087,  0.386,  1.107,  1.047,  1.815,  1.079,  4.000  1.062, 1
 0.090,  0.262,  1.300,  1.003,  2.097,  0.988,  4.000  1.692, 1
 0.083,  0.351,  1.102,  1.005,  1.642,  0.954,  4.000  0.633, 1
 0.090,  0.235,  0.980,  1.002,  2.037,  0.938,  3.000  1.028, 1
 0.087,  0.366,  1.200,  1.048,  1.474,  1.091,  4.000  0.967, 1
 0.083,  0.315,  1.570,  1.054,  1.223,  1.093,  1.000  0.637, 1
 0.097,  0.451,  1.889,  1.046,  1.193,  1.064,  4.000  1.174, 1
 0.084,  0.329,  1.333,  1.066,  1.206,  1.071,  4.000  1.464, 1
 0.087,  0.249,  1.523,  1.001,  1.455,  0.992,  3.000  1.206, 1
 0.090,  0.386,  1.663,  1.008,  1.433,  1.083,  4.000  1.353, 1
 0.081,  0.270,  1.150,  1.032,  1.085,  1.003,  4.000  0.944, 1
 0.091,  0.300,  1.447,  1.002,  1.075,  1.031,  4.000  1.059, 1
 0.095,  0.294,  1.520,  1.008,  2.070,  1.181,  1.000  1.272, 1
 0.083,  0.321,  1.551,  1.048,  1.481,  0.993,  1.000  1.052, 1
 0.096,  0.363,  0.620,  1.023,  1.396,  1.048,  1.000  1.509, 1
 0.100,  0.331,  1.240,  1.024,  0.887,  1.021,  5.000  2.084, 1
 0.090,  0.368,  1.912,  1.018,  1.398,  1.195,  4.000  2.067, 1
 0.076,  0.441,  1.521,  1.051,  1.114,  1.050,  4.000  0.585, 1
 0.089,  0.392,  1.000,  1.062,  1.251,  1.095,  4.000  1.087, 1
 0.091,  0.248,  1.927,  1.012,  1.222,  1.009,  4.000  0.614, 1
 0.077,  0.379,  1.543,  1.006,  0.684,  1.058,  4.000  1.020, 1
 0.090,  0.260,  2.360,  1.011,  1.584,  1.043,  4.000  0.962, 1
 0.088,  0.455,  1.507,  1.042,  1.371,  1.081,  5.000  1.427, 1
 0.083,  0.422,  1.754,  1.098,  1.351,  1.098,  1.000  1.126, 1
 0.080,  0.405,  1.042,  1.074,  1.517,  1.111,  4.000  0.618, 1
 0.091,  0.344,  1.273,  1.053,  2.133,  1.115,  4.000  2.626, 1
 0.095,  0.301,  1.602,  1.062,  1.308,  1.067,  4.000  1.020, 1
 0.067,  0.545,  0.861,  1.192,  1.780,  1.086,  3.000  0.830, 1
 0.087,  0.376,  1.499,  1.060,  2.146,  1.078,  4.000  1.095, 1
 0.082,  0.356,  1.358,  1.005,  1.389,  1.187,  4.000  0.640, 1
 0.104,  0.378,  1.230,  1.006,  4.513,  0.913,  4.000  2.855, 1
 0.085,  0.358,  1.420,  1.013,  1.599,  1.031,  4.000  1.150, 1
 0.058,  0.555,  1.355,  1.068,  1.253,  1.086,  7.000  1.204, 1
 0.088,  0.238,  1.392,  1.000,  3.257,  1.004,  3.000  0.961, 1
 0.086,  0.367,  1.286,  1.015,  1.277,  1.003,  5.000  0.760, 1
 0.093,  0.423,  1.634,  1.013,  1.345,  1.017,  4.000  1.077, 1
 0.086,  0.245,  1.140,  1.006,  2.880,  1.048,  3.000  0.776, 1
 0.091,  0.315,  1.113,  1.005,  2.282,  1.015,  1.000  1.036, 1
 0.092,  0.308,  1.060,  1.020,  1.557,  0.999,  3.000  2.143, 1
 0.089,  0.288,  0.885,  1.004,  1.802,  1.090,  1.000  0.929, 1
 0.082,  0.347,  1.184,  1.048,  1.376,  1.053,  4.000  3.271, 1
 0.081,  0.430,  0.960,  1.034,  1.812,  1.060,  4.000  1.534, 1
 0.088,  0.394,  1.878,  1.086,  1.800,  1.102,  4.000  1.148, 1
 0.097,  0.390,  1.811,  1.033,  1.501,  1.074,  4.000  1.028, 1
 0.084,  0.366,  1.484,  1.005,  0.995,  1.029,  4.000  0.635, 1
 0.102,  0.391,  1.362,  1.001,  1.986,  0.882,  4.000  0.222, 1
 0.093,  0.393,  1.269,  1.026,  1.923,  1.107,  4.000  1.019, 1
 0.088,  0.308,  1.596,  1.001,  1.348,  0.993,  3.000  0.883, 1
 0.087,  0.485,  0.895,  1.000,  2.811,  1.187,  4.000  0.703, 1
 0.067,  0.487,  1.023,  1.137,  1.260,  1.120,  3.000  1.005, 1
 0.089,  0.361,  1.075,  1.030,  1.103,  1.059,  3.000  1.274, 1
 0.088,  0.267,  0.994,  1.002,  1.343,  0.965,  4.000  0.715, 1
 0.091,  0.242,  0.797,  1.000,  2.631,  0.971,  4.000  0.817, 1
 0.086,  0.366,  1.885,  1.014,  2.330,  1.003,  1.000  1.448, 1
 0.084,  0.397,  1.337,  1.070,  1.221,  1.060,  1.000  0.621, 1
 0.088,  0.336,  1.391,  1.001,  2.230,  1.053,  4.000  0.837, 1
 0.073,  0.457,  1.937,  1.043,  1.017,  1.088,  4.000  1.607, 1
 0.088,  0.214,  0.767,  1.000,  4.128,  0.919,  4.000  1.320, 1
 0.104,  0.349,  1.270,  1.014,  3.306,  0.990,  4.000  1.707, 1
 0.065,  0.512,  1.448,  1.052,  1.985,  1.152,  1.000  1.666, 1
 0.092,  0.409,  1.380,  1.007,  1.517,  1.101,  4.000  1.746, 1
 0.091,  0.326,  1.303,  1.001,  1.181,  1.055,  4.000  0.843, 1
 0.092,  0.293,  1.520,  1.004,  1.762,  1.088,  4.000  1.754, 1
 0.087,  0.315,  1.600,  1.010,  1.191,  0.976,  4.000  0.878, 1
 0.085,  0.424,  0.750,  1.087,  1.242,  1.064,  4.000  0.951, 1
 0.075,  0.513,  1.508,  1.009,  1.614,  1.127,  4.000  1.276, 1
 0.073,  0.460,  1.432,  1.112,  0.954,  1.034,  1.000  0.601, 1
 0.117,  0.340,  1.240,  1.006,  3.531,  1.033,  4.000  2.786, 1
 0.088,  0.240,  0.980,  1.000,  1.983,  1.017,  1.000  0.938, 1
 0.087,  0.320,  1.373,  1.014,  1.326,  1.115,  4.000  1.478, 1
 0.087,  0.378,  1.683,  1.019,  1.046,  1.055,  4.000  1.260, 1
 0.082,  0.245,  1.111,  1.026,  1.108,  0.947,  4.000  1.647, 1
 0.089,  0.309,  1.330,  1.004,  1.652,  0.907,  4.000  0.900, 1
 0.087,  0.319,  1.466,  1.034,  1.229,  0.957,  5.000  1.222, 1
 0.073,  0.457,  1.405,  1.086,  1.570,  1.078,  3.000  1.413, 1
 0.082,  0.362,  1.325,  1.001,  1.784,  1.142,  4.000  1.941, 1
 0.087,  0.343,  1.539,  1.033,  0.979,  1.018,  4.000  1.730, 1
 0.088,  0.239,  0.932,  1.002,  2.243,  1.006,  4.000  1.216, 1
 0.076,  0.483,  1.241,  1.014,  0.966,  1.113,  4.000  1.309, 1
 0.095,  0.328,  0.668,  1.020,  1.151,  0.995,  1.000  0.861, 1
 0.072,  0.455,  1.455,  1.101,  0.967,  1.076,  4.000  1.083, 1
 0.087,  0.416,  1.400,  1.081,  2.109,  1.085,  4.000  1.818, 1
 0.092,  0.437,  0.906,  1.033,  1.328,  1.115,  3.000  1.359, 1
 0.091,  0.266,  1.403,  1.006,  3.779,  0.949,  4.000  1.653, 1
 0.088,  0.213,  0.899,  1.002,  2.329,  0.923,  1.000  0.666, 1
 0.090,  0.375,  1.561,  1.048,  1.135,  1.001,  4.000  1.323, 1
 0.085,  0.319,  1.795,  1.006,  1.316,  1.093,  1.000  1.143, 1
 0.088,  0.416,  0.867,  1.042,  1.484,  1.169,  3.000  1.202, 1
 0.090,  0.401,  1.603,  1.003,  0.756,  1.090,  5.000  0.728, 1
 0.099,  0.375,  1.010,  1.013,  2.877,  1.004,  4.000  1.179, 1
 0.095,  0.379,  1.550,  1.042,  1.265,  1.062,  4.000  0.961, 1
 0.087,  0.317,  1.172,  1.007,  1.058,  1.098,  3.000  2.094, 1
 0.095,  0.268,  1.330,  1.003,  2.462,  0.932,  1.000  0.991, 1
 0.094,  0.339,  1.399,  1.016,  0.935,  1.047,  4.000  2.101, 1
 0.079,  0.392,  0.959,  1.035,  0.780,  1.042,  4.000  1.986, 1
 0.082,  0.443,  1.352,  1.005,  0.965,  1.063,  3.000  1.149, 1
 0.085,  0.352,  1.220,  1.015,  0.997,  1.078,  3.000  0.753, 1
 0.086,  0.231,  1.698,  1.000,  1.739,  0.919,  3.000  1.431, 1
 0.082,  0.313,  1.379,  1.022,  1.086,  1.051,  4.000  1.924, 1
 0.095,  0.355,  0.833,  1.036,  2.792,  1.034,  3.000  2.075, 1
 0.090,  0.385,  1.177,  1.000,  2.433,  0.825,  3.000  0.668, 1
 0.075,  0.428,  0.909,  1.005,  1.006,  1.042,  3.000  1.334, 1
 0.086,  0.378,  1.520,  1.038,  0.958,  1.036,  4.000  1.422, 1
 0.087,  0.306,  1.611,  1.001,  1.779,  1.155,  4.000  0.895, 1
 0.087,  0.280,  1.599,  1.009,  1.347,  0.949,  5.000  0.503, 1
 0.085,  0.346,  1.282,  1.012,  0.894,  1.092,  4.000  1.603, 1
 0.090,  0.336,  1.012,  1.004,  1.078,  1.023,  4.000  1.512, 1
 0.091,  0.306,  0.989,  1.021,  1.167,  1.011,  4.000  1.424, 1
 0.093,  0.372,  1.260,  1.039,  1.220,  1.069,  4.000  1.639, 1
 0.106,  0.279,  1.541,  1.034,  0.965,  1.051,  4.000  1.432, 1
 0.076,  0.405,  1.242,  1.086,  1.111,  1.075,  4.000  1.782, 1
 0.092,  0.388,  0.971,  1.017,  2.033,  1.066,  4.000  0.844, 1
 0.070,  0.451,  1.406,  1.182,  1.163,  1.081,  1.000  1.008, 1
 0.084,  0.371,  1.014,  1.001,  2.623,  1.089,  1.000  0.928, 1
 0.080,  0.430,  1.863,  1.098,  1.033,  1.074,  4.000  1.094, 1
 0.075,  0.398,  2.105,  1.010,  1.097,  1.005,  4.000  1.515, 1
 0.090,  0.383,  0.941,  1.036,  1.090,  1.038,  4.000  1.123, 1
 0.080,  0.378,  1.003,  1.001,  1.538,  1.030,  1.000  1.576, 1
 0.093,  0.425,  1.240,  1.081,  1.579,  1.082,  4.000  1.375, 1
 0.099,  0.346,  0.901,  1.000,  2.290,  0.833,  1.000  0.959, 1
 0.084,  0.383,  1.067,  1.198,  1.255,  1.048,  1.000  0.886, 1
 0.070,  0.464,  0.898,  1.094,  1.040,  1.095,  4.000  1.168, 1
 0.095,  0.282,  1.072,  1.002,  1.356,  1.102,  7.000  0.192, 1
 0.087,  0.303,  1.523,  1.000,  1.990,  1.013,  4.000  0.504, 1
 0.085,  0.299,  1.341,  1.027,  1.087,  0.985,  4.000  2.426, 1
 0.090,  0.281,  1.064,  1.011,  1.584,  0.949,  3.000  1.195, 1
 0.082,  0.383,  1.600,  1.048,  0.910,  1.046,  3.000  1.442, 1
 0.082,  0.368,  1.015,  1.032,  1.838,  1.030,  4.000  0.758, 1
 0.086,  0.323,  0.861,  1.002,  2.084,  1.135,  4.000  0.801, 1
 0.072,  0.406,  1.201,  1.015,  0.973,  1.160,  4.000  0.908, 1
 0.084,  0.243,  1.282,  1.001,  1.462,  0.972,  4.000  0.351, 1
 0.104,  0.424,  0.888,  1.046,  1.510,  0.991,  4.000  0.866, 1
 0.094,  0.312,  1.052,  1.004,  1.160,  0.972,  4.000  0.779, 1
 0.083,  0.275,  1.624,  1.034,  2.121,  1.205,  1.000  0.740, 1
 0.076,  0.492,  1.096,  1.014,  3.756,  1.105,  5.000  0.470, 1
 0.087,  0.431,  1.083,  1.030,  0.988,  1.096,  4.000  1.208, 1
 0.088,  0.347,  1.195,  1.026,  1.141,  1.057,  4.000  1.134, 1
 0.089,  0.322,  0.978,  1.005,  1.171,  1.037,  4.000  0.533, 1
 0.094,  0.319,  2.419,  1.070,  1.228,  1.081,  4.000  1.121, 1
 0.094,  0.331,  0.913,  1.008,  0.950,  0.997,  4.000  1.701, 1
 0.092,  0.356,  1.301,  1.022,  1.227,  1.012,  4.000  1.083, 1
 0.083,  0.365,  0.687,  1.038,  0.753,  1.065,  4.000  1.396, 1
 0.089,  0.262,  0.947,  1.001,  2.530,  0.960,  3.000  0.793, 1
 0.096,  0.373,  1.021,  1.011,  1.965,  1.055,  1.000  1.172, 1
 0.095,  0.312,  1.091,  1.003,  1.397,  0.956,  1.000  0.780, 1
 0.099,  0.414,  1.850,  1.055,  1.717,  1.186,  4.000  1.168, 1
 0.100,  0.392,  2.018,  1.030,  1.391,  1.086,  3.000  1.284, 1
 0.083,  0.443,  1.197,  1.005,  3.028,  1.162,  4.000  1.173, 1
 0.084,  0.333,  1.052,  1.011,  1.609,  1.044,  1.000  0.819, 1
 0.086,  0.304,  1.657,  1.013,  2.016,  1.108,  3.000  0.795, 1
 0.116,  0.333,  1.881,  1.056,  1.838,  1.104,  3.000  1.070, 1
 0.079,  0.348,  1.440,  1.087,  0.788,  1.088,  4.000  1.505, 1
 0.093,  0.261,  0.619,  1.001,  2.065,  0.904,  1.000  0.547, 1
 0.089,  0.243,  0.000,  1.000,  2.290,  1.099,  1.000  0.759, 1
 0.092,  0.271,  1.632,  1.006,  3.069,  0.934,  4.000  1.436, 1
 0.088,  0.312,  1.448,  1.052,  0.980,  1.068,  3.000  1.200, 1
 0.070,  0.448,  1.085,  1.187,  0.928,  1.110,  4.000  1.148, 1
 0.092,  0.329,  1.940,  1.024,  1.250,  1.023,  4.000  0.720, 1
 0.098,  0.413,  0.889,  1.018,  4.203,  1.164,  4.000  0.766, 1
 0.087,  0.394,  0.917,  1.047,  1.793,  1.056,  4.000  1.583, 1
 0.085,  0.438,  2.108,  1.009,  0.755,  1.062,  7.000  0.910, 1
 0.081,  0.319,  0.822,  1.082,  0.989,  1.064,  4.000  1.026, 1
 0.090,  0.320,  1.216,  1.002,  1.532,  0.958,  1.000  0.655, 1
 0.092,  0.250,  1.627,  1.002,  1.012,  1.029,  4.000  1.584, 1
 0.091,  0.278,  1.062,  1.003,  2.188,  0.981,  1.000  2.158, 1
 0.089,  0.369,  1.723,  1.007,  1.045,  1.007,  4.000  0.917, 1
 0.080,  0.370,  2.103,  1.008,  1.541,  1.202,  4.000  1.623, 1
 0.090,  0.465,  1.754,  1.013,  1.571,  1.071,  4.000  0.860, 1
 0.090,  0.275,  1.285,  1.009,  2.523,  0.997,  5.000  0.828, 1
 0.090,  0.226,  1.097,  1.000,  3.666,  1.189,  5.000  1.888, 1
 0.088,  0.305,  1.410,  1.003,  1.526,  1.044,  4.000  0.725, 1
 0.087,  0.398,  1.256,  1.027,  1.799,  1.180,  4.000  0.766, 1
 0.094,  0.301,  2.113,  1.009,  1.041,  1.072,  3.000  1.077, 1
 0.089,  0.206,  1.476,  1.000,  3.051,  1.059,  4.000  0.784, 1
 0.085,  0.326,  0.985,  1.005,  0.956,  1.036,  1.000  0.842, 1
 0.097,  0.283,  1.377,  1.002,  2.395,  0.958,  7.000  0.751, 1
 0.083,  0.334,  0.683,  1.013,  1.289,  1.090,  4.000  0.799, 1
 0.090,  0.291,  0.000,  1.000,  2.368,  0.995,  1.000  1.151, 1
 0.087,  0.452,  1.340,  1.054,  1.643,  1.092,  4.000  2.328, 1
 0.093,  0.279,  0.852,  1.017,  0.985,  1.001,  4.000  1.239, 1
 0.086,  0.267,  0.862,  1.002,  1.807,  0.960,  4.000  0.830, 1
 0.086,  0.291,  0.931,  1.020,  1.060,  1.067,  4.000  1.841, 1
 0.092,  0.252,  0.493,  1.004,  1.469,  0.999,  4.000  0.881, 1
 0.103,  0.387,  0.801,  1.047,  1.951,  1.058,  4.000  1.332, 1
 0.092,  0.285,  0.824,  1.003,  2.799,  1.124,  4.000  0.555, 1
 0.085,  0.374,  1.072,  1.007,  1.393,  1.071,  3.000  1.569, 1
 0.086,  0.386,  1.242,  1.015,  1.145,  1.122,  4.000  1.327, 1
 0.085,  0.405,  1.960,  1.024,  0.926,  1.109,  4.000  0.836, 1
 0.095,  0.264,  0.644,  1.003,  2.148,  1.149,  4.000  1.203, 1
 0.108,  0.366,  1.309,  1.027,  1.664,  1.039,  4.000  1.782, 1
 0.097,  0.436,  0.900,  1.133,  1.325,  1.147,  4.000  1.301, 1
 0.079,  0.377,  1.222,  1.019,  0.931,  1.061,  4.000  1.282, 1
 0.091,  0.250,  0.960,  1.003,  1.758,  0.937,  4.000  1.582, 1
 0.087,  0.430,  0.760,  1.027,  1.369,  1.152,  5.000  1.263, 1
 0.086,  0.356,  2.109,  1.004,  1.300,  1.055,  4.000  1.123, 1
 0.089,  0.274,  1.052,  1.030,  1.461,  1.005,  1.000  1.071, 1
 0.111,  0.377,  1.067,  1.020,  3.853,  1.077,  1.000  1.297, 1
 0.080,  0.369,  1.128,  1.062,  0.856,  1.094,  4.000  1.181, 1
 0.094,  0.381,  0.938,  1.000,  2.004,  1.012,  3.000  0.217, 1
 0.088,  0.375,  0.899,  1.023,  1.141,  1.054,  4.000  1.185, 1
 0.090,  0.377,  1.333,  1.009,  0.894,  1.078,  4.000  1.219, 1
 0.084,  0.293,  0.987,  1.002,  0.892,  1.050,  4.000  1.207, 1
 0.093,  0.336,  0.741,  1.000,  2.390,  1.046,  1.000  0.916, 1
 0.105,  0.419,  1.300,  1.010,  1.964,  1.065,  4.000  2.121, 1
 0.081,  0.199,  1.044,  1.001,  1.823,  0.926,  3.000  0.558, 1
 0.082,  0.338,  1.596,  1.013,  1.201,  1.124,  1.000  0.693, 1
 0.087,  0.285,  1.927,  1.009,  1.230,  1.122,  5.000  1.353, 1
 0.081,  0.348,  0.981,  1.021,  1.281,  1.035,  4.000  0.866, 1
 0.077,  0.464,  1.186,  1.081,  0.992,  1.105,  4.000  1.092, 1
 0.087,  0.379,  1.436,  1.002,  1.947,  1.059,  1.000  0.767, 1
